0,8133078683557358; 1,4516501081028186e-9
1,0135625181316925; 1,3042415849291193e-9
2,0148357670115615; 1,1856334800155828e-9
3,316490990555394; 1,08654216546552e-9
3,817127614995343; 9,92233348266203e-10
4,818400863875183; 9,025287523633667e-10
5,819674112755052; 8,216568823651609e-10
6,820947361634921; 7,528750821456534e-10
8,82349385939466; 6,704313402432638e-10
9,574448796054554; 6,165807347214532e-10
11,660434731220931; 5,636003594619182e-10
13,66298122898067; 5,117204887987635e-10
16,833679850433555; 4,6518448034512383e-10
20,266616703735934; 4,1986364070392586e-10
23,41347548592981; 3,873210287751215e-10
27,34704896367211; 3,566929001417256e-10
31,352141959191584; 3,2694163120890165e-10
35,35723495471103; 3,0077281803409344e-10
39,52920682504379; 2,753489841289468e-10
44,5355730694431; 2,536970524486022e-10
49,37506043902911; 2,3232344112336253e-10
55,3826999323083; 2,1379330849643024e-10
61,390339425587456; 1,9891749581355264e-10
67,39797891886664; 1,875820985196646e-10
73,40561841214583; 1,777596813350591e-10
79,41325790542501; 1,6989914826278236e-10
85,4208973987042; 1,6258482460060392e-10
91,42853689198336; 1,5634798125488456e-10
97,43617638526257; 1,5108731919395307e-10
103,44381587854173; 1,4618224229427645e-10
109,45145537182088; 1,4143640959537187e-10
115,4590948651001; 1,3768358309302493e-10
121,46673435837926; 1,338665988948212e-10
127,47437385165847; 1,3031462722395683e-10
133,48201334493763; 1,273229528312136e-10
139,48965283821678; 1,2439995926013138e-10
145,497292331496; 1,2184157581341144e-10
151,50493182477516; 1,1919002470624597e-10
157,5125713180543; 1,1702453171781287e-10
163,52021081133353; 1,148983822893338e-10
169,52785030461268; 1,1267304976868821e-10
175,5354897978919; 1,1076126785981012e-10
181,54312929117106; 1,0901509901157029e-10
187,5507687844502; 1,072964587904894e-10
193,55840827772943; 1,0560491320342067e-10
199,56604777100858; 1,0419445135557697e-10
205,5736872642878; 1,0255180940472075e-10
211,58132675756696; 1,00811759815709e-10
217,5889662508461; 9,970877883272808e-11
223,59660574412533; 9,849739214453636e-11
229,60424523740448; 9,741973264719912e-11
235,6118847306837; 9,623615614894563e-11
241,61952422396286; 9,4950823653385e-11
247,627163717242; 9,379724254294425e-11
